retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,representation_label,n_pairs,n_features,base_representation,reducer,target_dim
1.0,0.9964720321534061,0.9854419058382934,0.05503102289435371,0.17062647622296204,0.8323056626185462,1.0,75,short_indel,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9820208291681352,0.9431667367695372,0.1435857986093323,0.3371334039984885,0.3143824681286182,1.0,100,substitution_1pct,ck4,CK4,250,136,,,
1.0,0.9910059083806967,0.9715794679266554,0.10156569704071938,0.2384056582877847,0.15751374360512688,1.0,100,substitution_1pct,ck4_p,CK4+P,250,147,,,
1.0,0.9939855473847982,0.9810122492751456,0.08306958005820592,0.19486714269348027,0.1063834198561435,1.0,100,substitution_1pct,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9650100062394379,0.8922904340561179,0.20057628844449524,0.46412308884559145,0.5726793732319911,1.0,100,substitution_1pct,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9784523461744963,0.933773077993024,0.15613400176403627,0.3639334631422918,0.6623915842902407,1.0,100,substitution_1pct,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.9724500412694781,0.9149165454583442,0.17715373626554246,0.4125129030584425,0.6949433269885646,1.0,100,substitution_1pct,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.9825336867746203,0.9465322129520923,0.1407062827319468,0.327006497727247,0.5392385710556645,1.0,100,substitution_1pct,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.9773061967094107,0.9302912225967241,0.16091597640754704,0.3733814518561875,0.5756923842701176,1.0,100,substitution_1pct,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9956912966496321,0.9859574428955862,0.06764741853999107,0.16758596101003867,0.75228555864654,1.0,100,substitution_1pct,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.995324271840101,0.9858090246237261,0.07080958780112125,0.16846657328998027,0.8609593847670406,1.0,100,substitution_1pct,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9958044763507088,0.9860806189163707,0.06679060383014107,0.16684790278884873,0.7244398404399596,1.0,100,substitution_1pct,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9954054829281183,0.9860311068797634,0.07020232628913466,0.16713707702825661,0.8381740906497235,1.0,100,substitution_1pct,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9700035393951788,0.9561280488602668,0.24294400771423857,0.29621597225726254,0.31114199664562636,1.0,100,N_3pct,ck4,CK4,250,136,,,
1.0,0.9839769434043696,0.9770546599928094,0.17776862284664355,0.21422099190076088,0.15601935481485452,1.0,100,N_3pct,ck4_p,CK4+P,250,147,,,
1.0,0.9890805526762099,0.9845386648917721,0.14680557168030722,0.17584832322393495,0.10540520719746768,1.0,100,N_3pct,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9418522332318551,0.9233713112414977,0.33900148230133903,0.39147930353579136,0.5564171114771806,1.0,100,N_3pct,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9652396594031586,0.9464640691952195,0.26128857806536404,0.32720845464601944,0.6457509045978383,1.0,100,N_3pct,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.9564236659684289,0.9378195762801014,0.2930168725737404,0.35264694525798107,0.6755948723441115,1.0,100,N_3pct,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.9714208707558937,0.9574101597620918,0.2370665022860168,0.2918548573440801,0.5310510735621327,1.0,100,N_3pct,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.9635938958434176,0.9485507511051794,0.2679457565207464,0.3207779314751993,0.5650584465729047,1.0,100,N_3pct,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.992984902269947,0.9880446914109625,0.11594117040611544,0.15463057663631075,0.7461831181404457,1.0,100,N_3pct,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.9925837868992653,0.9884365517408195,0.11968750035927216,0.1520752195458852,0.8518329736470202,1.0,100,N_3pct,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9932076572822742,0.9884386670794243,0.1141203104746606,0.15205912984932385,0.720294005274688,1.0,100,N_3pct,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9927548086868315,0.9888056929857527,0.11833751742944505,0.14962790927019579,0.8299732787362277,1.0,100,N_3pct,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9871903421975943,0.9810565814668649,0.15884105311608102,0.19464411578387905,0.32158697408394027,1.0,100,trim_5bp,ck4,CK4,250,136,,,
1.0,0.9935693136182394,0.9904949593783327,0.11255053532610623,0.13787596801599247,0.1611000790374618,1.0,100,trim_5bp,ck4_p,CK4+P,250,147,,,
1.0,0.9955122923532483,0.9935475362916215,0.0940743093722601,0.11359947339513726,0.1086035056697751,1.0,100,trim_5bp,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9797999465119681,0.9746794344808956,0.1998767441084026,0.2250358438964939,0.5872354456114186,1.0,100,trim_5bp,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9878991725684714,0.980368803457888,0.15295491096500227,0.198135696439645,0.6708260020944039,1.0,100,trim_5bp,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.9848789936392427,0.9783641810065367,0.17205216802941403,0.2080173495042123,0.7060176769119558,1.0,100,trim_5bp,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.9901111728903466,0.9843253209225113,0.1384285080845813,0.1770543006097849,0.5493295261817613,1.0,100,trim_5bp,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.9874446234405556,0.9819589398383629,0.1569000892319619,0.1899417257824667,0.5874515850976102,1.0,100,trim_5bp,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9983491192392603,0.995882236184037,0.05317366523364208,0.09074973397672419,0.7561580352149144,1.0,100,trim_5bp,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.9982888168364966,0.9962068697802267,0.055082639135629816,0.08708990571380251,0.8647860317398518,1.0,100,trim_5bp,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9984029134485033,0.9960036886333774,0.052295148693548614,0.08940138440038901,0.7291491534174868,1.0,100,trim_5bp,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9983271274280906,0.9962520987967407,0.054494387866173694,0.08657545174602879,0.8426091141166353,1.0,100,trim_5bp,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.952552060751213,0.9117915846994947,0.2991033784723909,0.42001688975287216,0.29468180060889815,1.0,100,substitution_1pct_N_3pct,ck4,CK4,250,136,,,
1.0,0.9752421373130195,0.95493707456997,0.21663487469455547,0.30020791544774045,0.14777026477819827,1.0,100,substitution_1pct_N_3pct,ck4_p,CK4+P,250,147,,,
1.0,0.9832190682629318,0.9697296797692004,0.17850074041103572,0.24604883897558738,0.09988606183349899,1.0,100,substitution_1pct_N_3pct,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9092196638935925,0.838264741565227,0.4155533622004536,0.5687428983618255,0.5273640452610439,1.0,100,substitution_1pct_N_3pct,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9425878340756663,0.8885746224899003,0.32775662157463537,0.47206990491590595,0.6243320699128891,1.0,100,substitution_1pct_N_3pct,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.9283822444562231,0.8610666669639017,0.36686626391089844,0.5271259169006158,0.6485326411588644,1.0,100,substitution_1pct_N_3pct,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.953121371583605,0.9095637049533227,0.29655088236406124,0.42529107931431537,0.511837901400309,1.0,100,substitution_1pct_N_3pct,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.940443661971291,0.8852803115348047,0.33484372611709223,0.47898566477398685,0.5414267311877285,1.0,100,substitution_1pct_N_3pct,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9875201075259097,0.9679689484746951,0.14891143808783366,0.2530883092032687,0.7435278576162933,1.0,100,substitution_1pct_N_3pct,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.9868591565407707,0.9678690051322367,0.1535479584943899,0.2534987837252307,0.8457625923600052,1.0,100,substitution_1pct_N_3pct,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9879145916141707,0.9691985289562141,0.14659954887736718,0.24819790331213085,0.7157295533143659,1.0,100,substitution_1pct_N_3pct,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9871493004634058,0.9681220816687789,0.15190945347874424,0.2524978447693537,0.8235658589645241,1.0,100,substitution_1pct_N_3pct,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9560298272752155,0.9403847311494385,0.2944031561018962,0.3452971727678399,0.2890199883058756,1.0,100,local_mismatch_6bp,ck4,CK4,250,136,,,
1.0,0.977988419634546,0.9701845189723868,0.2083039839404172,0.24419414309461776,0.14484074012699447,1.0,100,local_mismatch_6bp,ck4_p,CK4+P,250,147,,,
1.0,0.9852094688914839,0.9800409851022265,0.1707660724204601,0.19979438660049575,0.0978648580948878,1.0,100,local_mismatch_6bp,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9227490715751774,0.9047547926514037,0.3913045240058863,0.43645200387686434,0.5319636982704001,1.0,100,local_mismatch_6bp,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9516533633661957,0.9304143206290216,0.3080419122563717,0.3730430873945191,0.63287456754615,1.0,100,local_mismatch_6bp,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.9386313070979861,0.9182305760435581,0.34796568790508925,0.4043992576138886,0.658553438699066,1.0,100,local_mismatch_6bp,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.9607183229313079,0.9446869534952017,0.277818845084493,0.33260393924382864,0.512737052266613,1.0,100,local_mismatch_6bp,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.9493390170173663,0.9339563838381786,0.3162996130022085,0.3634380632457113,0.5432976677235917,1.0,100,local_mismatch_6bp,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9919867692426997,0.9859873526661516,0.12256987060189382,0.1674056487649048,0.7481617845701479,1.0,100,local_mismatch_6bp,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.9915451003903778,0.9864766801714123,0.12681825808260716,0.1644502956343913,0.8546104123297072,1.0,100,local_mismatch_6bp,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9921673720469995,0.9866618830060735,0.12125803914610347,0.16332840130692974,0.7200896167440693,1.0,100,local_mismatch_6bp,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9916740076969658,0.9868529554807368,0.12591620000394885,0.1621508871911267,0.8314769421605807,1.0,100,local_mismatch_6bp,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9884374577332096,0.9608983296749956,0.10846666988417178,0.2796463569780931,0.3202602019310789,1.0,100,short_indel,ck4,CK4,250,136,,,
1.0,0.9942167538714435,0.9804449669260753,0.0767115994557899,0.19776109114761997,0.16046597032812604,1.0,100,short_indel,ck4_p,CK4+P,250,147,,,
1.0,0.9961251595113694,0.9869338015521179,0.06281480359926986,0.16165377623004945,0.10832313786203313,1.0,100,short_indel,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9758933355325019,0.9224918927257585,0.1574069319109977,0.3937209623002116,0.5817379356923071,1.0,100,short_indel,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9857624857261358,0.9484484587067142,0.12029821662748505,0.3210957374900881,0.6685070089998203,1.0,100,short_indel,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.9813387709707506,0.935664606923743,0.13806351703265207,0.3587000281407919,0.702811652345897,1.0,100,short_indel,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.9884146373944415,0.958779557345104,0.10857133884702111,0.28711651831088836,0.5451517945954204,1.0,100,short_indel,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.984547981416309,0.9477741992479959,0.12564144880626757,0.3231871594647566,0.5825451525511713,1.0,100,short_indel,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9969647387081101,0.9877364475173311,0.054342162677075964,0.15660991780350572,0.756072982433627,1.0,100,short_indel,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.996756356768664,0.9876805910580598,0.056424288487099454,0.15690632522291087,0.8634664086257946,1.0,100,short_indel,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9970271742004904,0.9880636975723139,0.053772370373435935,0.15450453541843645,0.7280085303771351,1.0,100,short_indel,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9968061960743598,0.9877832955139823,0.05598964111258164,0.1562547008087613,0.84073259458054,1.0,100,short_indel,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9844164419268662,0.9614377515887679,0.15247018298722076,0.27771030726076484,0.256838811653953,1.0,150,substitution_1pct,ck4,CK4,250,136,,,
1.0,0.992205543105544,0.9806993142012572,0.10785173737885743,0.19647012459835383,0.12868275742773125,1.0,150,substitution_1pct,ck4_p,CK4+P,250,147,,,
1.0,0.9947906959444803,0.9871024520150982,0.0881992739473503,0.16060662514232282,0.0867372283760912,1.0,150,substitution_1pct,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9662148210404014,0.9142363999869273,0.22599707354038034,0.4141404772894121,0.5209599828015429,1.0,150,substitution_1pct,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9782121800441066,0.9435566867359473,0.17954116527804773,0.3359833950245024,0.6451452437856877,1.0,150,substitution_1pct,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.9720280948033254,0.9290168588461665,0.2045370251871776,0.3767839920538633,0.6755812374532002,1.0,150,substitution_1pct,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.983552093529079,0.9571703986071356,0.15616913635560256,0.2926750720763876,0.48923461578526756,1.0,150,substitution_1pct,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.9784524876406738,0.9455624579435744,0.17964121873852226,0.32995901830949853,0.5233808498123267,1.0,150,substitution_1pct,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9956447350784089,0.9880350070015418,0.0783095666626016,0.15469295087282892,0.761220427615687,1.0,150,substitution_1pct,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.9953825800824433,0.9874459630477526,0.08114894237219143,0.1584475584559596,0.8594910902615143,1.0,150,substitution_1pct,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9957650035186093,0.9882794448729116,0.07720431729911519,0.15310455074379345,0.726137771946661,1.0,150,substitution_1pct,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9954689473318683,0.9874632571874108,0.08035074399583761,0.15834368344602692,0.8292175707443259,1.0,150,substitution_1pct,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9782881307042687,0.9680342993836267,0.20655246702647323,0.25284641878622033,0.25773102182899904,1.0,150,N_3pct,ck4,CK4,250,136,,,
1.0,0.98833523994287,0.9831777234364695,0.15160111110350186,0.18342432553919824,0.12916073236050288,1.0,150,N_3pct,ck4_p,CK4+P,250,147,,,
1.0,0.9920737370194772,0.9886372549965895,0.12500340697993126,0.15074950161749628,0.08708110485083691,1.0,150,N_3pct,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9539126974847024,0.9386541072968562,0.30181341954496615,0.3502724045825199,0.5181616894829285,1.0,150,N_3pct,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9701115883044402,0.9557909661391062,0.24182457175578298,0.2973500874481065,0.6384364633015719,1.0,150,N_3pct,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.9627552988543961,0.9474324783725439,0.2706321386225173,0.3242451593328548,0.6677808625609962,1.0,150,N_3pct,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.9771589123243937,0.9672887401703899,0.21162439657686752,0.2557782224623146,0.4903083863763752,1.0,150,N_3pct,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.9709689944073833,0.9597913528139411,0.23913303325956964,0.28357943174129,0.5235009289367702,1.0,150,N_3pct,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9939437495933182,0.9895404565322669,0.1074491819263946,0.14463247717135508,0.7603563711454551,1.0,150,N_3pct,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.9936645226442031,0.9898606533731678,0.11047006353075689,0.14240326649168347,0.8603673220581045,1.0,150,N_3pct,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9942188075839026,0.9901000493632072,0.1050591617688885,0.14071009345598073,0.726920592579524,1.0,150,N_3pct,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9938627264234003,0.9901135835401721,0.10877069785651847,0.14061587516022814,0.8314794200565037,1.0,150,N_3pct,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9932536120180034,0.9914278111474866,0.11507504657839261,0.1309363146201598,0.26660707371484776,1.0,150,trim_5bp,ck4,CK4,250,136,,,
1.0,0.9966065248119308,0.995694592341351,0.08162322926500166,0.09279438717241735,0.13358520884355993,1.0,150,trim_5bp,ck4_p,CK4+P,250,147,,,
1.0,0.9976433927568694,0.9970138619682994,0.06806714156203503,0.07728048414713215,0.08995965334348051,1.0,150,trim_5bp,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9883198268747769,0.9846744473532995,0.15206940287462198,0.17507449784123258,0.5432211281346847,1.0,150,trim_5bp,ckmer5_count_l2,CK5,250,512,,,
1.0,0.992548946655119,0.9884079773516803,0.12020201016920716,0.1522500818226536,0.6608684371868533,1.0,150,trim_5bp,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.9906679661637605,0.9872000549206327,0.13533620350594094,0.15999963896905972,0.6955074955139913,1.0,150,trim_5bp,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.9943324110926717,0.9914009319768369,0.10493407671214647,0.1311414303706028,0.5045278716222784,1.0,150,trim_5bp,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.9927641452016933,0.9899592350743457,0.11925760120789544,0.14170930639609008,0.541443450189902,1.0,150,trim_5bp,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9990149066624529,0.9977093996515396,0.04185164383279982,0.0676844939815715,0.7653505889776595,1.0,150,trim_5bp,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.998959497321946,0.9978001532203494,0.04351677875523238,0.06632666180565905,0.865902459302302,1.0,150,trim_5bp,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9990560241314285,0.997788529640725,0.0409725514988131,0.06649835503566477,0.7319126351454566,1.0,150,trim_5bp,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9989905026729534,0.9978872786856279,0.04287487130174847,0.06500144151187258,0.8366229971219502,1.0,150,trim_5bp,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9634500831252292,0.936504500371498,0.2647712010290414,0.3563570294256761,0.24527029174141296,1.0,150,substitution_1pct_N_3pct,ck4,CK4,250,136,,,
1.0,0.980908569672326,0.9674793427482576,0.19171936626418823,0.25503086908432815,0.12297669629567538,1.0,150,substitution_1pct_N_3pct,ck4_p,CK4+P,250,147,,,
1.0,0.987111163312878,0.9781962107272413,0.15760686958728826,0.20882247580216357,0.08294708636091698,1.0,150,substitution_1pct_N_3pct,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9219719620265445,0.8669052445213596,0.38772769269170204,0.5159350349952702,0.48696794856350023,1.0,150,substitution_1pct_N_3pct,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9476496297391116,0.9025072868921361,0.3153986334442881,0.44156479769609897,0.612061741849031,1.0,150,substitution_1pct_N_3pct,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.934680200040141,0.8841255759462368,0.35317175635254855,0.48139720973192124,0.6363754844401146,1.0,150,substitution_1pct_N_3pct,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.9603705714921656,0.9267705458913094,0.27492017057583706,0.38269878027525484,0.46803654344484297,1.0,150,substitution_1pct_N_3pct,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.9493628249144613,0.9103965348448539,0.31137895677753225,0.42332594457030864,0.4977146880468031,1.0,150,substitution_1pct_N_3pct,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9886987990084058,0.9739940258835961,0.14437579648013826,0.22805943967810913,0.751331737248109,1.0,150,substitution_1pct_N_3pct,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.9880873080876633,0.9746365062327716,0.14896956962377533,0.22521688068307955,0.849845390388204,1.0,150,substitution_1pct_N_3pct,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9891635909251432,0.9753622242096274,0.14143687573629063,0.22195746081872525,0.7172133108697398,1.0,150,substitution_1pct_N_3pct,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9884331163713723,0.9754578068257109,0.1468213425423915,0.22154397562955896,0.820397327993248,1.0,150,substitution_1pct_N_3pct,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9760571743044356,0.9685497944677142,0.21726750753546123,0.2507995364548814,0.24928363655086344,1.0,150,local_mismatch_6bp,ck4,CK4,250,136,,,
1.0,0.9880165214017324,0.9842737373893949,0.15371080709484503,0.17734859183348564,0.12490178101245149,1.0,150,local_mismatch_6bp,ck4_p,CK4+P,250,147,,,
1.0,0.9919556854675977,0.9894986343388211,0.12594855712612607,0.14492319111234245,0.08418425345408767,1.0,150,local_mismatch_6bp,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9538851565470245,0.943166907099138,0.3022548343320061,0.3371438072903012,0.510885451631177,1.0,150,local_mismatch_6bp,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9685603973731733,0.9555701307651335,0.2482314114286247,0.2980930380842075,0.6369711327563532,1.0,150,local_mismatch_6bp,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.9608259238739658,0.9471672346367513,0.27788301567676343,0.32506222169349724,0.6662493181128329,1.0,150,local_mismatch_6bp,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.9762929322384494,0.9675486516457426,0.21582382210336623,0.2547523694883214,0.48196223001166266,1.0,150,local_mismatch_6bp,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.9698495025489542,0.9610238269702868,0.2440147795648129,0.2791994684609023,0.5153814554295807,1.0,150,local_mismatch_6bp,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9949587137050387,0.9906106971323511,0.09798781137809454,0.13703495531171533,0.7616351908158656,1.0,150,local_mismatch_6bp,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.9946418054591396,0.9909065160600585,0.10160346818953105,0.13485905818843075,0.8598191162268907,1.0,150,local_mismatch_6bp,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9951314431485158,0.9909936720507141,0.0963448052292971,0.13421107992912062,0.7265241314652687,1.0,150,local_mismatch_6bp,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
1.0,0.9947703471487828,0.991105933332248,0.10042591715824983,0.13337182752853818,0.8298202832606707,1.0,150,local_mismatch_6bp,ck7_svd222,CK7 SVD-222,250,222,ckmer7_count_l2,svd,222.0
1.0,0.9893404566791703,0.9713934576641498,0.12320717670553522,0.23919078911056818,0.2610879985147364,1.0,150,short_indel,ck4,CK4,250,136,,,
1.0,0.9946683010914883,0.9856926973166642,0.08713801958017246,0.1691572067020352,0.13078822503122078,1.0,150,short_indel,ck4_p,CK4+P,250,147,,,
1.0,0.996430225216178,0.9904457125517272,0.07132448355867663,0.13823272227006916,0.08814731934186394,1.0,150,short_indel,ck4p_msp,CK4P-MSP,250,222,,,
1.0,0.9751365035075102,0.9374056243833228,0.18896700510473505,0.3538161741609164,0.5281362535094722,1.0,150,short_indel,ckmer5_count_l2,CK5,250,512,,,
1.0,0.9840764375309625,0.9573612069877608,0.14971647616918493,0.29198955377216546,0.6497910210557813,1.0,150,short_indel,ck5_pca147,CK5 PCA-147,250,147,ckmer5_count_l2,pca,147.0
1.0,0.979365119560361,0.9485545538616764,0.171063448354238,0.320766039607275,0.6817303343846541,1.0,150,short_indel,ck5_pca222,CK5 PCA-222,250,222,ckmer5_count_l2,pca,222.0
1.0,0.9880602140647075,0.9693431879565215,0.12997633278766244,0.24758211320877005,0.4935387640697493,1.0,150,short_indel,ck5_svd147,CK5 SVD-147,250,147,ckmer5_count_l2,svd,147.0
1.0,0.9842178549533668,0.9611007919944691,0.14994919631057882,0.27892364397251546,0.5287461317616592,1.0,150,short_indel,ck5_svd222,CK5 SVD-222,250,222,ckmer5_count_l2,svd,222.0
1.0,0.9967763754265582,0.9909539156420037,0.06559168355459462,0.13448356277815418,0.7612034285824254,1.0,150,short_indel,ck7_pca147,CK7 PCA-147,250,147,ckmer7_count_l2,pca,147.0
1.0,0.9965548704596179,0.9909395177736897,0.06826007945558467,0.13461392857258048,0.8616516302032182,1.0,150,short_indel,ck7_pca222,CK7 PCA-222,250,222,ckmer7_count_l2,pca,222.0
1.0,0.9968803139508923,0.9913730444136446,0.06453175104297022,0.1313347730823197,0.7265798525326969,1.0,150,short_indel,ck7_svd147,CK7 SVD-147,250,147,ckmer7_count_l2,svd,147.0
